pressure,humidity,cloudcover,wind_gust,temperature_humidity_index,month,wind_direction,quarter,temperature_range,wind_speed,hour,is_day
-0.5496,0.85248,0.71014,-0.44874,-0.88811,-0.98672,0.10737,0.0581,-0.18565,-0.31309,-1.11676,-1.05578
-0.8409,0.85248,0.53234,-0.80439,-0.74506,-0.98672,1.55623,0.0581,-0.18565,-0.94202,-1.11676,-1.05578
0.3243,1.00394,0.71014,0.26257,-1.51501,-0.98672,0.80282,0.0581,-0.18565,-0.84905,-1.11676,-1.05578
-0.5496,0.24666,-0.32112,-0.80986,-0.35807,-0.98672,-2.00216,0.0581,-0.18565,-0.91468,-1.11676,-1.05578
-0.5496,1.00394,0.67458,-0.94391,-1.03891,-0.98672,0.72169,0.0581,-0.18565,-1.04046,-1.11676,-1.05578
0.6156,1.23112,0.71014,-0.30921,-2.60312,-0.98672,-0.17081,0.0581,-0.18565,-0.86546,-1.11676,-1.05578
-0.2583,-0.35917,0.71014,2.298,-0.6586,-0.98672,0.65214,0.0581,-0.18565,1.40965,-1.11676,-1.05578
-0.5496,0.54957,0.71014,-0.8892,-0.65013,-0.98672,1.06941,0.0581,-0.18565,-1.06234,-1.11676,-1.05578
0.3243,1.00394,0.71014,0.26257,-1.51501,-0.98672,0.80282,0.0581,-0.18565,-0.84905,-1.11676,-1.05578
0.033,1.30685,-0.03663,-0.96306,-3.35478,-0.98672,-1.53852,0.0581,-0.18565,-1.16625,-1.11676,-1.05578
-0.2583,1.30685,0.71014,-0.94665,-2.40955,-0.98672,-0.32149,0.0581,-0.18565,-1.18813,-1.11676,-1.05578
0.6156,0.85248,-0.00107,1.46632,-0.54202,-0.98672,0.47828,0.0581,-0.18565,-0.07245,-1.11676,-1.05578
0.3243,0.85248,0.71014,0.54436,-0.99425,-0.98672,0.76805,0.0581,-0.18565,0.23928,-1.11676,-1.05578
-0.5496,0.70102,0.71014,-0.9658,-0.36339,-0.98672,-1.01694,0.0581,-0.18565,-1.23188,-1.11676,-1.05578
0.033,1.4583,0.71014,-1.02872,-2.0503,-0.98672,-0.69239,0.0581,-0.18565,-1.31392,-1.11676,-1.05578
0.3243,1.07966,0.28341,1.62226,-0.4307,-0.98672,0.57101,0.0581,-0.18565,0.16272,-1.11676,-1.05578
0.6156,0.47384,-1.21014,1.23925,-0.56742,-0.98672,0.68692,0.0581,-0.18565,-0.24746,-1.11676,-1.05578
-0.5496,0.54957,0.71014,-0.86458,-0.68169,-0.98672,1.13896,0.0581,-0.18565,-1.02953,-1.11676,-1.05578
-0.5496,0.70102,0.71014,-0.65939,0.08364,-0.98672,-0.99376,0.0581,-0.18565,-0.6467,-1.11676,-1.05578
0.3243,0.70102,0.71014,1.78367,-0.73743,-0.98672,0.59419,0.0581,-0.18565,-0.24199,-1.11676,-1.05578
-0.2583,1.30685,0.71014,-0.94665,-2.40955,-0.98672,-0.32149,0.0581,-0.18565,-1.18813,-1.11676,-1.05578
-0.2583,0.32238,0.71014,-0.56364,-1.10573,-0.98672,1.17373,0.0581,-0.18565,-0.49903,-1.11676,-1.05578
-0.5496,1.00394,-0.74785,-0.7442,-0.82886,-0.98672,0.52464,0.0581,-0.18565,-0.79983,-1.11676,-1.05578
-0.2583,0.6253,-2.22361,-1.11353,-0.40312,-0.98672,0.82601,0.0581,-0.18565,-0.93108,-1.11676,-1.05578
-0.5496,0.77675,0.71014,-0.77429,-0.25473,-0.98672,-1.02853,0.0581,-0.18565,-0.84905,-1.11676,-1.05578
0.6156,0.85248,-0.00107,1.46632,-0.54202,-0.98672,0.47828,0.0581,-0.18565,-0.07245,-1.11676,-1.05578
-0.5496,0.85248,0.71014,-0.44874,-0.88811,-0.98672,0.10737,0.0581,-0.18565,-0.31309,-1.11676,-1.05578
0.3243,0.6253,0.71014,1.28302,-0.53463,-0.98672,0.57101,0.0581,-0.18565,0.35413,-1.11676,-1.05578
0.3243,0.01947,0.71014,1.90405,0.20786,-0.98672,0.69851,0.0581,-0.18565,2.53627,-1.11676,-1.05578
0.3243,0.6253,0.71014,-0.05752,-0.35324,-0.98672,0.51305,0.0581,0.5538,-0.40059,-1.11676,-1.05578
-0.5496,0.70102,0.67458,-0.85363,-0.54129,-0.98672,-1.09807,0.0581,-0.18565,-1.17719,-1.11676,-1.05578
-0.5496,1.15539,-0.28556,-0.86184,-0.75534,-0.98672,-1.80511,0.0581,-0.18565,-1.05687,-1.11676,-1.05578
-0.5496,0.54957,0.71014,-0.86458,-0.68169,-0.98672,1.13896,0.0581,-0.18565,-1.02953,-1.11676,-1.05578
-0.5496,0.54957,0.63902,-0.99589,-0.31651,-0.98672,1.49827,0.0581,-0.18565,-1.29751,-1.11676,-1.05578
-0.2583,0.47384,0.71014,-0.46789,-0.47331,-0.98672,0.87237,0.0581,-0.18565,-0.13261,-1.11676,-1.05578
-0.5496,1.00394,-1.4235,-1.11353,-0.26874,-0.98672,0.47828,0.0581,-0.18565,-0.65217,-1.11676,-1.05578
-0.5496,0.77675,0.71014,-0.94391,-0.72271,-0.98672,0.13056,0.0581,-0.18565,-1.25923,-1.11676,-1.05578
-0.2583,1.00394,0.71014,-0.94939,-1.62704,-0.98672,-0.11285,0.0581,-0.18565,-1.0514,-1.11676,-1.05578
-0.5496,0.54957,0.71014,-0.8892,-0.65013,-0.98672,1.06941,0.0581,-0.18565,-1.06234,-1.11676,-1.05578
-0.5496,0.70102,0.71014,-0.76062,0.05627,-0.98672,-1.1908,0.0581,-0.18565,-0.78342,-1.11676,-1.05578
-0.5496,1.00394,-2.22361,-1.11353,0.20736,-0.98672,-1.72398,0.0581,-0.18565,-0.36778,-1.11676,-1.05578
-0.5496,1.00394,-1.4235,-1.11353,-0.26874,-0.98672,0.36237,0.0581,-0.18565,-1.21547,-1.11676,-1.05578
-0.5496,1.15539,0.71014,-0.9275,-0.87808,-0.98672,0.35078,0.0581,-0.18565,-1.1225,-1.11676,-1.05578
0.3243,0.24666,-2.22361,-1.11353,-0.33606,-0.98672,0.59419,0.0581,3.51159,0.19553,-1.11676,-1.05578
0.3243,0.01947,0.71014,1.90405,0.20786,-0.98672,0.69851,0.0581,-0.18565,2.53627,-1.11676,-1.05578
-0.5496,0.70102,0.71014,-0.9658,-0.36339,-0.98672,-1.01694,0.0581,-0.18565,-1.23188,-1.11676,-1.05578
0.6156,1.38257,0.71014,1.06689,-2.93408,-0.98672,0.81441,0.0581,-0.18565,-0.41153,-1.11676,-1.05578
0.3243,0.85248,0.03449,1.68518,-0.68969,-0.98672,0.51305,0.0581,-0.18565,-0.16542,-1.11676,-1.05578
-0.5496,0.54957,0.71014,-0.8892,-0.65013,-0.98672,1.06941,0.0581,-0.18565,-1.06234,-1.11676,-1.05578
-0.5496,0.92821,0.67458,-0.94665,-0.47561,-0.98672,-1.51534,0.0581,-0.18565,-1.21,-1.11676,-1.05578
0.3243,0.24666,-2.22361,-1.11353,-0.33606,-0.98672,0.59419,0.0581,3.51159,0.19553,-1.11676,-1.05578
-0.5496,0.6253,-0.17888,-1.11353,0.47666,-0.98672,1.17373,0.0581,-0.18565,-1.21547,-1.11676,-1.05578
-0.5496,1.00394,0.67458,-0.94391,-1.03891,-0.98672,0.72169,0.0581,-0.18565,-1.04046,-1.11676,-1.05578
-0.5496,0.92821,0.67458,-0.94665,-0.47561,-0.98672,-1.51534,0.0581,-0.18565,-1.21,-1.11676,-1.05578
-0.5496,1.00394,0.39009,-0.99863,-1.01557,-0.98672,0.86078,0.0581,-0.18565,-1.27016,-1.11676,-1.05578
0.3243,0.70102,0.71014,0.78511,-0.91077,-0.98672,0.89555,0.0581,-0.18565,-0.0287,-1.11676,-1.05578
0.3243,1.07966,0.71014,1.57575,-0.53397,-0.98672,0.51305,0.0581,-0.18565,-0.17089,-1.11676,-1.05578
0.3243,1.07966,0.71014,-0.73873,-1.01279,-0.98672,-0.14762,0.0581,-0.18565,-0.90374,-1.11676,-1.05578
-0.5496,1.00394,-0.74785,-0.7442,-0.83353,-0.98672,0.52464,0.0581,-0.18565,-0.79983,-1.11676,-1.05578
-0.5496,1.00394,0.39009,-0.99863,-1.01557,-0.98672,0.86078,0.0581,-0.18565,-1.27016,-1.11676,-1.05578
0.3243,0.6253,0.71014,-0.05752,-0.09928,-0.98672,0.51305,0.0581,3.51159,-0.40059,-1.11676,-1.05578
0.3243,0.85248,0.71014,0.54436,-1.00348,-0.98672,0.76805,0.0581,-0.18565,0.23928,-1.11676,-1.05578
-0.5496,1.00394,-1.4235,-1.11353,-0.26874,-0.98672,0.36237,0.0581,-0.18565,-1.21547,-1.11676,-1.05578
0.9069,1.4583,0.71014,0.17503,-3.36324,-0.98672,0.09578,0.0581,-0.18565,-0.72873,-1.11676,-1.05578
-0.2583,-0.35917,0.71014,2.298,-0.6586,-0.98672,0.65214,0.0581,-0.18565,1.40965,-1.11676,-1.05578
0.3243,1.00394,0.71014,0.26257,-1.53835,-0.98672,0.80282,0.0581,-0.18565,-0.84905,-1.11676,-1.05578
0.3243,0.70102,0.71014,1.78367,-0.75568,-0.98672,0.59419,0.0581,-0.18565,-0.24199,-1.11676,-1.05578
0.3243,1.4583,-2.22361,-1.11353,-0.56841,-0.98672,0.13056,0.0581,-0.18565,-0.36778,-1.11676,-1.05578
0.6156,1.23112,0.71014,-0.30921,-2.60312,-0.98672,-0.17081,0.0581,-0.18565,-0.86546,-1.11676,-1.05578
0.3243,1.07966,0.10561,1.61405,-0.44478,-0.98672,0.53623,0.0581,-0.18565,0.02599,-1.11676,-1.05578
-0.5496,0.77675,0.71014,-0.61015,0.1169,-0.98672,-1.04012,0.0581,-0.18565,-0.58107,-1.11676,-1.05578
-0.2583,0.17093,-2.22361,-1.11353,-0.58678,-0.98672,1.17373,0.0581,-0.18565,-0.93108,-1.11676,-1.05578
-0.5496,0.77675,0.67458,-0.8892,-0.54377,-0.98672,-0.75035,0.0581,-0.18565,-1.13344,-1.11676,-1.05578
0.3243,0.54957,0.71014,0.53889,-0.74481,-0.98672,0.42033,0.0581,-0.18565,-0.20918,-1.11676,-1.05578
-0.2583,1.00394,0.71014,-0.96306,-1.67372,-0.98672,-0.22876,0.0581,-0.18565,-1.06234,-1.11676,-1.05578
-0.5496,0.92821,0.46122,-0.94118,-0.90259,-0.98672,0.9535,0.0581,-0.18565,-1.14438,-1.11676,-1.05578
0.6156,1.15539,0.71014,-0.22987,-1.43042,-0.98672,0.86078,0.0581,-0.18565,-0.92562,-1.11676,-1.05578
-0.5496,0.6253,-2.22361,-1.11353,0.0413,-0.98672,-1.83989,0.0581,-0.18565,-0.08886,-1.11676,-1.05578
0.3243,1.4583,-2.22361,-1.11353,-0.56841,-0.98672,0.13056,0.0581,-0.18565,-0.36778,-1.11676,-1.05578
0.6156,1.38257,0.71014,-1.11353,-2.51644,-0.98672,0.37396,0.0581,-0.18565,-1.14438,-1.11676,-1.05578
-0.2583,0.92821,0.71014,-0.51987,-0.90259,-0.98672,0.50146,0.0581,-0.18565,-0.417,-1.11676,-1.05578
0.3243,0.24666,-2.22361,-1.11353,-0.33606,-0.98672,0.59419,0.0581,3.56441,0.19553,-1.11676,-1.05578
0.6156,1.15539,0.71014,-0.22987,-1.43042,-0.98672,0.86078,0.0581,-0.18565,-0.92562,-1.11676,-1.05578
0.3243,1.4583,-2.22361,-1.11353,-0.56841,-0.98672,0.13056,0.0581,-0.18565,-0.36778,-1.11676,-1.05578
0.6156,1.15539,0.24785,1.73169,-0.45321,-0.98672,0.46669,0.0581,-0.18565,0.03146,-1.11676,-1.05578
-0.5496,0.6253,0.60346,-0.77977,-0.67975,-0.98672,1.74168,0.0581,-0.18565,-0.85999,-1.11676,-1.05578
0.033,0.17093,-2.22361,-1.11353,-0.58678,-0.98672,1.17373,0.0581,-0.18565,-0.93108,-1.11676,-1.05578
0.6156,1.15539,0.71014,-0.22987,-1.43042,-0.98672,0.86078,0.0581,-0.18565,-0.92562,-1.11676,-1.05578
-0.5496,0.54957,0.71014,-0.75241,0.00358,-0.98672,-0.99376,0.0581,-0.18565,-0.81624,-1.11676,-1.05578
-0.5496,0.54957,0.71014,-0.66486,-0.55997,-0.98672,0.35078,0.0581,-0.18565,-0.63576,-1.11676,-1.05578
0.6156,1.38257,0.71014,1.1052,-2.83327,-0.98672,0.77964,0.0581,-0.18565,-0.32402,-1.11676,-1.05578
-0.5496,1.07966,0.71014,-0.93844,-0.82032,-0.98672,0.40874,0.0581,-0.18565,-1.16078,-1.11676,-1.05578
0.3243,0.70102,0.71014,1.80829,-0.66445,-0.98672,0.50146,0.0581,-0.18565,-0.28574,-1.11676,-1.05578
0.3243,1.4583,-2.22361,-1.11353,-0.56841,-0.98672,0.13056,0.0581,-0.18565,-0.36778,-1.11676,-1.05578
-0.2583,1.00394,0.71014,-0.96306,-1.67372,-0.98672,-0.22876,0.0581,-0.18565,-1.06234,-1.11676,-1.05578
-0.5496,1.15539,-0.07219,-0.91656,-0.76479,-0.98672,-1.99057,0.0581,-0.18565,-1.11703,-1.11676,-1.05578
0.3243,0.92821,0.67458,0.61822,-1.03255,-0.98672,0.75646,0.0581,-0.18565,0.28304,-1.11676,-1.05578
-0.5496,0.6253,0.63902,-0.90835,-0.38498,-0.98672,-2.12966,0.0581,-0.18565,-1.13344,-1.11676,-1.05578
-0.5496,-0.43489,-2.22361,-0.42958,-0.46946,-0.98672,1.24328,0.0581,-0.18565,-0.07245,-1.11676,-1.05578
0.9069,1.4583,0.71014,0.32276,-3.2136,-0.98672,0.02624,0.0581,-0.18565,-0.70686,-1.11676,-1.05578
0.6156,1.15539,0.71014,-0.86731,-0.98666,-0.98672,-0.20558,0.0581,-0.18565,-1.07328,-1.11676,-1.05578
-0.2583,0.6253,0.71014,0.06833,-1.07883,-0.98672,0.57101,0.0581,-0.18565,-0.31856,-1.11676,-1.05578
0.3243,0.24666,-2.22361,-1.11353,-0.33606,-0.98672,0.59419,0.0581,3.56441,0.19553,-1.11676,-1.05578
0.3243,0.39811,0.71014,1.7399,-0.72217,-0.98672,0.74487,0.0581,-0.18565,1.84717,-1.11676,-1.05578
0.6156,1.38257,0.71014,-1.11353,-2.51644,-0.98672,0.37396,0.0581,-0.18565,-1.14438,-1.11676,-1.05578
0.6156,1.00394,0.28341,1.74264,-0.45078,-0.98672,0.55942,0.0581,-0.18565,0.29397,-1.11676,-1.05578
-0.5496,1.00394,0.71014,-0.93571,-0.48812,-0.98672,-1.3183,0.0581,-0.18565,-1.14984,-1.11676,-1.05578
-0.5496,0.24666,-0.6056,-0.77429,-0.4021,-0.98672,-2.22238,0.0581,-0.18565,-0.77795,-1.11676,-1.05578
-0.5496,1.00394,0.71014,-1.11353,0.20736,-0.98672,-1.72398,0.0581,-0.18565,-0.08886,-1.11676,-1.05578
0.033,1.30685,0.71014,-0.92203,-1.42613,-0.98672,1.35918,0.0581,-0.18565,-1.11156,-1.11676,-1.05578
0.6156,0.77675,0.17673,1.57849,-0.58965,-0.98672,0.36237,0.0581,-0.18565,0.08068,-1.11676,-1.05578
-0.5496,1.00394,0.71014,-0.93571,-0.48812,-0.98672,-1.3183,0.0581,-0.18565,-1.14984,-1.11676,-1.05578
-0.5496,0.77675,0.71014,-0.80439,-0.58965,-0.98672,0.46669,0.0581,-0.18565,-0.90374,-1.11676,-1.05578
-0.5496,0.77675,0.71014,-0.62109,0.1169,-0.98672,-1.14444,0.0581,-0.18565,-0.58654,-1.11676,-1.05578
-0.5496,0.54957,0.71014,-0.75241,0.00358,-0.98672,-0.99376,0.0581,-0.18565,-0.81624,-1.11676,-1.05578
-0.5496,0.77675,0.71014,-0.22166,-1.04846,-0.98672,0.16533,0.0581,-0.18565,-0.09433,-1.11676,-1.05578
-0.2583,0.92821,0.71014,-0.51987,-0.90259,-0.98672,0.50146,0.0581,-0.18565,-0.417,-1.11676,-1.05578
0.6156,0.85248,0.17673,1.65783,-0.662,-0.98672,0.44351,0.0581,-0.18565,-0.22558,-1.11676,-1.05578
0.3243,0.70102,0.71014,1.72075,-0.5276,-0.98672,0.55942,0.0581,-0.18565,0.60024,-1.11676,-1.05578
-0.5496,0.77675,0.71014,-0.62109,0.1169,-0.98672,-1.14444,0.0581,-0.18565,-0.58654,-1.11676,-1.05578
0.033,0.0952,0.71014,-0.60468,-1.24801,-0.98672,1.26646,0.0581,-0.18565,-0.48263,-1.11676,-1.05578
-0.5496,0.92821,0.71014,-0.87278,-0.3735,-0.98672,-1.27194,0.0581,-0.18565,-1.01859,-1.11676,-1.05578
0.6156,0.01947,0.71014,1.78367,-0.33246,-0.98672,0.77964,0.0581,-0.18565,1.50809,-1.11676,-1.05578
-0.2583,0.24666,0.71014,-0.44874,-0.56498,-0.98672,0.97669,0.0581,-0.18565,-0.11073,-1.11676,-1.05578
-0.5496,0.77675,0.71014,-0.69496,0.08938,-0.98672,-1.07489,0.0581,-0.18565,-0.72326,-1.11676,-1.05578
0.3243,1.4583,-2.22361,-1.11353,-0.56841,-0.98672,0.01465,0.0581,-0.18565,-0.36778,-1.11676,-1.05578
-0.5496,0.92821,0.71014,-0.87278,-0.3735,-0.98672,-1.27194,0.0581,-0.18565,-1.01859,-1.11676,-1.05578
0.6156,1.38257,0.71014,-1.11353,-2.51644,-0.98672,0.37396,0.0581,-0.18565,-1.14438,-1.11676,-1.05578
0.6156,-0.05626,0.60346,1.95329,0.17629,-0.98672,0.72169,0.0581,-0.18565,2.50892,-1.11676,-1.05578
-0.2583,0.92821,0.71014,-0.51987,-0.90259,-0.98672,0.50146,0.0581,-0.18565,-0.417,-1.11676,-1.05578
0.033,1.30685,0.71014,-0.92203,-1.42613,-0.98672,1.35918,0.0581,-0.18565,-1.11156,-1.11676,-1.05578
0.6156,1.38257,0.71014,-1.11353,-2.51644,-0.98672,0.37396,0.0581,-0.18565,-1.14438,-1.11676,-1.05578
0.6156,0.47384,-1.31682,1.25019,-0.54053,-0.98672,0.73328,0.0581,-0.18565,-0.28574,-1.11676,-1.05578
-0.5496,0.6253,0.63902,-0.8126,-0.65254,-0.98672,1.68373,0.0581,-0.18565,-0.90921,-1.11676,-1.05578
0.3243,1.00394,-2.13471,-1.11353,-0.32008,-0.98672,0.47828,0.0581,3.56441,-0.08886,-1.11676,-1.05578
0.3243,1.07966,0.71014,1.53198,-0.50111,-0.98672,0.54783,0.0581,-0.18565,-0.14902,-1.11676,-1.05578
0.6156,1.38257,0.71014,1.1052,-2.83327,-0.98672,0.77964,0.0581,-0.18565,-0.32402,-1.11676,-1.05578
0.6156,0.85248,0.17673,1.65783,-0.662,-0.98672,0.44351,0.0581,-0.18565,-0.22558,-1.11676,-1.05578
-0.5496,0.24666,0.63902,-0.72231,-0.32726,-0.98672,1.45191,0.0581,-0.18565,-0.82717,-1.11676,-1.05578
0.6156,1.15539,0.71014,-0.22987,-1.43514,-0.98672,0.86078,0.0581,-0.18565,-0.92562,-1.11676,-1.05578
-0.5496,1.00394,0.71014,-1.11353,0.20736,-0.98672,-1.72398,0.0581,-0.18565,-0.08886,-1.11676,-1.05578
-0.5496,0.77675,0.71014,-0.68948,-0.40613,-0.98672,-1.37625,0.0581,-0.18565,-0.75061,-1.11676,-1.05578
0.6156,0.47384,-1.31682,1.25019,-0.54053,-0.98672,0.73328,0.0581,-0.18565,-0.28574,-1.11676,-1.05578
-0.2583,-0.43489,0.71014,2.36092,-0.64015,-0.98672,0.65214,0.0581,-0.18565,1.437,-1.11676,-1.05578
0.3243,0.92821,0.67458,0.61822,-1.03719,-0.98672,0.75646,0.0581,-0.18565,0.28304,-1.11676,-1.05578
0.6156,0.77675,0.71014,0.64558,-0.79612,-0.98672,0.94191,0.0581,-0.18565,-0.04511,-1.11676,-1.05578
0.033,1.23112,0.71014,-0.99863,-0.91781,-0.98672,0.86078,0.0581,-0.18565,-1.14984,-0.97174,-1.05578
-0.5496,0.77675,0.60346,-0.78524,-0.64012,-0.98672,1.09259,0.0581,-0.18565,-0.87639,-0.97174,-1.05578
-0.5496,0.77675,0.71014,-0.80439,-0.58965,-0.98672,0.46669,0.0581,-0.18565,-0.90374,-0.97174,-1.05578
-0.2583,-0.43489,0.71014,2.36092,-0.64015,-0.98672,0.65214,0.0581,-0.18565,1.437,-0.97174,-1.05578
0.6156,1.15539,0.71014,-0.22987,-1.43514,-0.98672,0.86078,0.0581,-0.18565,-0.92562,-0.97174,-1.05578
0.033,1.30685,0.71014,-0.92203,-1.4309,-0.98672,1.35918,0.0581,-0.18565,-1.11156,-0.97174,-1.05578
0.033,0.0952,0.71014,-0.60468,-1.25236,-0.98672,1.26646,0.0581,-0.18565,-0.48263,-0.97174,-1.05578
0.033,1.30685,0.71014,-0.90835,-2.42864,-0.98672,-0.13603,0.0581,-0.18565,-1.05687,-0.97174,-1.05578
-0.5496,0.24666,-0.6056,-0.77429,-0.4021,-0.98672,-2.22238,0.0581,-0.18565,-0.77795,-0.97174,-1.05578
-0.5496,0.92821,0.21229,-0.88373,-0.22963,-0.98672,-2.08329,0.0581,-0.18565,-1.02953,-0.97174,-1.05578
-0.5496,0.77675,0.71014,-0.69496,0.08938,-0.98672,-1.07489,0.0581,-0.18565,-0.72326,-0.97174,-1.05578
0.033,0.0952,0.71014,-0.60468,-1.25236,-0.98672,1.26646,0.0581,-0.18565,-0.48263,-0.97174,-1.05578
-0.5496,0.92821,0.71014,-0.87278,-0.39671,-0.98672,-1.27194,0.0581,-0.18565,-1.01859,-0.97174,-1.05578
-0.5496,0.77675,0.71014,-0.80439,-0.58965,-0.98672,0.46669,0.0581,-0.18565,-0.90374,-0.97174,-1.05578
0.6156,1.15539,0.71014,-0.22987,-1.43514,-0.98672,0.86078,0.0581,-0.18565,-0.92562,-0.97174,-1.05578
0.6156,0.01947,0.71014,1.78367,-0.3411,-0.98672,0.77964,0.0581,-0.18565,1.50809,-0.97174,-1.05578
-0.2583,1.30685,0.71014,-0.98769,-1.06331,-0.98672,1.82282,0.0581,-0.18565,-1.16625,-0.97174,-1.05578
0.6156,0.47384,-1.31682,1.25019,-0.54053,-0.98672,0.73328,0.0581,-0.18565,-0.28574,-0.97174,-1.05578
0.3243,0.47384,0.71014,0.88633,-0.62121,-0.98672,0.48987,0.0581,-0.18565,0.27757,-0.97174,-1.05578
-0.5496,1.07966,0.71014,-0.93844,-0.82032,-0.98672,0.40874,0.0581,-0.18565,-1.16078,-0.97174,-1.05578
-0.5496,0.85248,0.71014,-0.59373,-0.30206,-0.98672,-1.32989,0.0581,-0.18565,-0.54279,-0.97174,-1.05578
0.033,1.23112,0.71014,-0.99863,-0.91307,-0.98672,0.86078,0.0581,-0.18565,-1.14984,-0.97174,-1.05578
-0.5496,0.77675,0.71014,-0.22166,-1.02552,-0.98672,0.16533,0.0581,-0.18565,-0.09433,-0.97174,-1.05578
0.3243,1.23112,0.24785,1.73169,-0.42884,-0.98672,0.46669,0.0581,-0.18565,0.03146,-0.97174,-1.05578
0.6156,0.0952,0.71014,1.78367,-0.326,-0.98672,0.77964,0.0581,-0.18565,1.50809,-0.97174,-1.05578
0.3243,0.47384,0.71014,1.7399,-0.71084,-0.98672,0.74487,0.0581,-0.18565,1.84717,-0.97174,-1.05578
-0.2583,1.30685,0.71014,-0.98769,-1.06331,-0.98672,1.82282,0.0581,-0.18565,-1.16625,-0.97174,-1.05578
-0.2583,1.00394,0.5679,-0.98769,-0.9969,-0.98672,0.88396,0.0581,-0.18565,-1.19907,-0.97174,-1.05578
0.3243,1.07966,0.28341,1.74264,-0.42601,-0.98672,0.55942,0.0581,-0.18565,0.29397,-0.97174,-1.05578
0.6156,0.0952,0.71014,1.78367,-0.326,-0.98672,0.77964,0.0581,-0.18565,1.50809,-0.97174,-1.05578
-0.2583,0.17093,-2.22361,-1.11353,-0.58678,-0.98672,1.05782,0.0581,-0.18565,-1.21547,-0.97174,-1.05578
-0.5496,0.77675,0.71014,-0.62109,0.1169,-0.98672,-1.14444,0.0581,-0.18565,-0.58654,-0.97174,-1.05578
0.3243,0.54957,0.71014,0.53889,-0.75834,-0.98672,0.42033,0.0581,-0.18565,-0.20918,-0.97174,-1.05578
0.3243,1.07966,0.28341,1.74264,-0.42601,-0.98672,0.55942,0.0581,-0.18565,0.29397,-0.97174,-1.05578
-0.5496,0.54957,0.67458,-0.22987,-0.43824,-0.98672,0.52464,0.0581,-0.18565,0.15725,-0.97174,-1.05578
0.3243,0.6253,0.71014,0.88633,-0.56184,-0.98672,0.48987,0.0581,-0.18565,0.27757,-0.97174,-1.05578
0.3243,0.70102,0.71014,1.94235,-0.6462,-0.98672,0.53623,0.0581,-0.18565,-0.06698,-0.97174,-1.05578
0.033,0.32238,-2.13471,-1.11353,-0.49899,-0.98672,0.47828,0.0581,0.5538,-0.08886,-0.97174,-1.05578
0.6156,1.07966,0.71014,-0.86731,-1.01279,-0.98672,-0.20558,0.0581,-0.18565,-1.07328,-0.97174,-1.05578
0.6156,0.92821,0.17673,1.57849,-0.53594,-0.98672,0.36237,0.0581,-0.18565,0.08068,-0.97174,-1.05578
-0.5496,0.54957,0.67458,-0.22987,-0.43824,-0.98672,0.52464,0.0581,-0.18565,0.15725,-0.97174,-1.05578
0.3243,1.15539,0.71014,1.53198,-0.47682,-0.98672,0.54783,0.0581,-0.18565,-0.14902,-0.97174,-1.05578
0.033,0.32238,-2.13471,-1.11353,-0.49899,-0.98672,0.47828,0.0581,0.5538,-0.08886,-0.97174,-1.05578
0.3243,1.23112,0.24785,1.73169,-0.42884,-0.98672,0.46669,0.0581,-0.18565,0.03146,-0.97174,-1.05578
-0.2583,1.00394,0.71014,-0.96306,-1.68305,-0.98672,-0.22876,0.0581,-0.18565,-1.06234,-0.97174,0.94717
-0.5496,0.77675,-1.2457,-0.73599,-1.0714,-0.98672,1.63736,0.0581,-0.18565,-0.67404,-0.97174,0.94717
-0.2583,0.92821,0.71014,-0.70864,-1.20427,-0.98672,0.62896,0.0581,-0.18565,-0.62482,-0.97174,-1.05578
0.3243,1.4583,-2.22361,-1.11353,-0.56841,-0.98672,0.01465,0.0581,-0.18565,-0.36778,-0.97174,-1.05578
0.6156,1.38257,0.71014,-1.11353,-2.51164,-0.98672,0.37396,0.0581,-0.18565,-1.14438,-0.97174,-1.05578
0.033,1.30685,0.71014,-0.90835,-2.42864,-0.98672,-0.13603,0.0581,-0.18565,-1.05687,-0.97174,-1.05578
0.3243,0.6253,0.71014,0.88633,-0.56184,-0.98672,0.48987,0.0581,-0.18565,0.27757,-0.97174,-1.05578
-0.5496,0.77675,0.71014,-0.94391,-0.40613,-0.98672,-1.52693,0.0581,-0.18565,-1.15531,-0.97174,-1.05578
0.3243,1.15539,0.71014,1.53198,-0.47682,-0.98672,0.54783,0.0581,-0.18565,-0.14902,-0.97174,-1.05578
-0.5496,0.77675,0.67458,-0.8892,-0.55295,-0.98672,-0.75035,0.0581,-0.18565,-1.13344,-0.97174,-1.05578
0.6156,0.92821,0.17673,1.57849,-0.53594,-0.98672,0.36237,0.0581,-0.18565,0.08068,-0.97174,-1.05578
0.3243,1.23112,0.24785,1.73169,-0.42884,-0.98672,0.46669,0.0581,-0.18565,0.03146,-0.97174,-1.05578
0.3243,0.6253,0.71014,0.88633,-0.56184,-0.98672,0.48987,0.0581,-0.18565,0.27757,-0.97174,-1.05578
-0.5496,0.92821,0.21229,-0.88373,-0.22963,-0.98672,-2.08329,0.0581,-0.18565,-1.02953,-0.97174,0.94717
0.3243,1.4583,-2.22361,-1.11353,-0.56841,-0.98672,0.36237,0.0581,-0.18565,-0.65217,-0.97174,-1.05578
0.6156,0.92821,0.17673,1.57849,-0.53594,-0.98672,0.36237,0.0581,-0.18565,0.08068,-0.97174,-1.05578
0.3243,0.6253,0.71014,0.88633,-0.56184,-0.98672,0.48987,0.0581,-0.18565,0.27757,-0.97174,-1.05578
